"","UniqueID","StateAbbr","CityName","Cancer_value","Binge_value","Smoke_value","LPA_value","Sleep_value","Obesity_value"
"1","107000","AL","Birmingham",5.7,13,22.6,35.8,41.8,42.6
"2","1077580","DE","Wilmington",5.8,14.7,23.6,33.2,43.1,36.8
"3","1150000","DC","Washington",5.4,22.6,17.2,18,36.7,26.4
"4","1207300","FL","Boca Raton",6.6,21,13.6,22.1,36.1,21
"5","1207875","FL","Boynton Beach",6.4,18,18.7,30.6,41.5,26.8
"6","1210275","FL","Cape Coral",6.2,20.4,17.6,26.3,33.9,27.2
"7","1212875","FL","Clearwater",6.2,20.5,21.4,27.7,39.5,29
"8","1214400","FL","Coral Springs",6,18.7,15.1,24.6,36,25
"9","1216475","FL","Davie",6,18.9,15.1,24.9,35.1,24.6
"10","1216725","FL","Deerfield Beach",6.1,17.6,19.7,29.5,38.5,28.6
"11","1217200","FL","Deltona",6.1,17.5,21.1,33.7,38.2,33.2
"12","1224000","FL","Fort Lauderdale",6,18.1,18.1,27.4,37.7,28.1
"13","1225175","FL","Gainesville",6.3,16.1,17.6,29.3,38.5,29.4
"14","1230000","FL","Hialeah",4.7,14.7,16.4,45.3,34.7,30.2
"15","1232000","FL","Hollywood",5.9,17.7,17.3,29,37.1,27.7
"16","1235000","FL","Jacksonville",6.1,18.6,20.2,28.5,38.1,31.4
"17","1238250","FL","Lakeland",6.3,15.1,20.3,30.9,36.7,37.1
"18","1239425","FL","Largo",6.3,20.6,23.1,28.6,39.8,28.8
"19","1239550","FL","Lauderhill",5.6,13.9,22,35.4,44.7,35.8
"20","1243975","FL","Melbourne",6.4,18.7,21.5,28.5,36.6,27.8
"21","1245000","FL","Miami",4.9,15.2,16.9,41.6,35.2,29.8
"22","1245025","FL","Miami Beach",5.4,18.6,13.3,30.1,31.1,23.7
"23","1245060","FL","Miami Gardens",5.2,13.9,20.5,41.2,41.3,33.9
"24","1245975","FL","Miramar",5.3,16.7,14.1,27,38.9,28.4
"25","1253000","FL","Orlando",5.7,17.5,16.6,30.7,37.1,30.3
"26","1254000","FL","Palm Bay",6.2,18.1,22.4,30.3,37.9,29.5
"27","1254200","FL","Palm Coast",6.4,18.3,20.6,27.9,36.2,27.5
"28","1255775","FL","Pembroke Pines",5.6,18.2,13.4,25.5,36.1,25.6
"29","1257425","FL","Plantation",6.1,19,14.2,23,35.5,24.6
"30","1258050","FL","Pompano Beach",6,17.1,20.7,31.2,39.3,30
"31","1258715","FL","Port St. Lucie",6,18.5,20.7,30.3,37.6,30.2
"32","1263000","FL","St. Petersburg",6.2,20.2,20.8,26.9,40.3,29.3
"33","1269700","FL","Sunrise",5.8,17.2,16.9,28.6,38.5,28.2
"34","1270600","FL","Tallahassee",6.2,17.6,16.1,26.4,34.2,31.1
"35","1271000","FL","Tampa",6,17.3,19.3,30.7,35.5,29
"36","1276600","FL","West Palm Beach",6.2,17.6,17.6,31,41.3,27.2
"37","1301052","GA","Albany",5.8,12.3,24.4,37.7,47.5,39.6
"38","1303440","GA","Athens",6,13.7,20.8,31.2,38.6,31.6
"39","1304000","GA","Atlanta",5.7,14.9,16.8,27.1,38.3,29.1
"40","1304204","GA","Augusta",5.8,13.9,22.6,33.7,42.8,36.4
"41","1319000","GA","Columbus",6,13.6,21.4,32.4,41.6,34.8
"42","1342425","GA","Johns Creek",6,17,10.9,18,32.1,17.6
"43","1349000","GA","Macon",5.8,11.8,26.3,39.2,44.1,44
"44","135896","AL","Hoover",6.4,18,13.9,20.2,32.8,28.9
"45","1367284","GA","Roswell",6.3,17.7,12.9,20.2,32.2,21.4
"46","1368516","GA","Sandy Springs",6.3,16.8,12.6,20,32.8,22
"47","1369000","GA","Savannah",5.7,13.9,21.7,32.6,41.9,35.5
"48","137000","AL","Huntsville",6.2,14.3,18.9,25.9,38.3,33.3
"49","1380508","GA","Warner Robins",6,13.9,21.9,31.9,38.7,33.9
"50","150000","AL","Mobile",6,15,20.7,29.3,39.7,39.7
"51","15003","HI","Honolulu",5.1,18.3,14.1,21.2,47.4,23.2
"52","151000","AL","Montgomery",6,14.9,21.1,30,38.1,36.9
"53","1608830","ID","Boise City",6.3,18.1,13.9,18.1,27.8,25.1
"54","1652120","ID","Meridian",6.3,19.1,13.8,17.3,27.5,24.4
"55","1656260","ID","Nampa",6.2,14.6,19,25.8,32.9,34.2
"56","1702154","IL","Arlington Heights",6.4,25.5,13.3,16.8,29.9,24
"57","1703012","IL","Aurora",5.7,18.3,17.3,27.2,34,34.2
"58","1706613","IL","Bloomington",6.5,20.2,16.2,22.2,33.1,32.2
"59","1707133","IL","Bolingbrook",5.7,18.6,16,25,33.6,33.9
"60","1712385","IL","Champaign",6.2,19,16.3,23,30.6,31.9
"61","1714000","IL","Chicago",5.6,20.1,17.3,27.4,35.9,33.7
"62","1714351","IL","Cicero",5.2,18.9,18.7,36.2,35.6,36.7
"63","1718823","IL","Decatur",6.3,18.3,23.2,29.7,35.5,38.4
"64","1723074","IL","Elgin",5.9,19.2,17.4,26.2,33.9,33
"65","1724582","IL","Evanston",6.2,22.8,12.5,17.9,31.4,26.5
"66","1738570","IL","Joliet",6,19.1,19.8,28.6,34.2,37.6
"67","1751622","IL","Naperville",6.1,21.5,11.9,16.8,29.5,26.2
"68","1757225","IL","Palatine",6.2,24,13.8,19.1,30.8,25.2
"69","1759000","IL","Peoria",6.2,18.6,20.5,26.2,34.2,36.3
"70","1765000","IL","Rockford",6.2,17.1,23.3,30,39.3,36.8
"71","1768003","IL","Schaumburg",6.2,23.5,13.3,18.5,31.4,23.4
"72","1772000","IL","Springfield",6.4,20,20.8,25,34.7,35.9
"73","177256","AL","Tuscaloosa",6.1,14.8,22.1,30.2,41,36.9
"74","1779293","IL","Waukegan",5.5,15.1,20.4,34.6,37.5,35.6
"75","1805860","IN","Bloomington",6.4,16.7,19.4,25.2,33.8,30.8
"76","1810342","IN","Carmel",6.2,19.6,11.7,15,29.3,23.6
"77","1822000","IN","Evansville",6.2,17.1,26,30.9,36.9,37.2
"78","1823278","IN","Fishers",6.2,20,12.4,15.3,29.7,24.5
"79","1825000","IN","Fort Wayne",6.1,17.9,21.9,25.6,32.9,35.1
"80","1827000","IN","Gary",5.2,12.2,26.4,39.1,48.8,49
"81","1831000","IN","Hammond",5.7,16,22.9,33.7,41.1,39.4
"82","1836003","IN","Indianapolis",6.1,18,23.8,27.6,36.3,33.2
"83","1840788","IN","Lafayette",6.3,15.7,21.9,27.1,34.5,33.4
"84","1851876","IN","Muncie",6.2,15.4,25.8,30.5,37.8,38.6
"85","1871000","IN","South Bend",6,17,25.4,32.3,40.8,39.4
"86","1912000","IA","Cedar Rapids",6.5,20.6,16.8,22.1,28.4,32.9
"87","1919000","IA","Davenport",6.3,21.6,19.9,24.1,30.6,33.1
"88","1921000","IA","Des Moines",6.2,19.2,21.9,25.2,32.7,33.3
"89","1938595","IA","Iowa City",6.2,21.1,15,20.1,27.5,28.5
"90","1973335","IA","Sioux City",6.2,19.5,20.1,26.5,29.3,37
"91","1982425","IA","Waterloo",6.2,21.5,20.2,26.4,30.4,35.6
"92","203000","AK","Anchorage",6.1,18.2,17.2,18.2,30.7,27.5
"93","2036000","KS","Kansas City",5.7,14,24.8,35.6,36.9,43.8
"94","2038900","KS","Lawrence",6.2,18,16.5,19.4,29.6,29
"95","2052575","KS","Olathe",6.1,18.8,14.7,17.4,26.7,25.6
"96","2053775","KS","Overland Park",6.2,18.8,12.4,15,25.6,23.7
"97","2071000","KS","Topeka",6.2,14.5,20.5,25.7,33.1,37.2
"98","2079000","KS","Wichita",6.3,14.8,22.3,26.9,35.6,31.6
"99","2146027","KY","Lexington",6.3,17.5,20.2,25.4,39.2,33.2
"100","2148006","KY","Louisville",6.5,18.5,23.3,26.1,38,34.2
"101","2205000","LA","Baton Rouge",5.8,15.8,20.4,30.5,38.6,35.8
"102","2239475","LA","Kenner",5.7,18.1,19.7,27.1,38.6,33.5
"103","2240735","LA","Lafayette",6.2,17.8,22.1,27.5,37.7,34
"104","2241155","LA","Lake Charles",5.9,17.1,24,31.7,42.1,40.2
"105","2255000","LA","New Orleans",5.6,18.9,20.5,27.3,40.8,34.5
"106","2270000","LA","Shreveport",5.9,14.9,23.6,31.3,38.6,43.4
"107","2360545","ME","Portland",6.6,18.9,16.4,17.9,31.6,26.9
"108","2404000","MD","Baltimore",5.8,16.3,22,29.1,43.2,36.1
"109","2507000","MA","Boston",5.7,20.3,16.5,21.6,36,24.9
"110","2509000","MA","Brockton",6,17.3,24.8,29.7,44.4,32
"111","2511000","MA","Cambridge",6,17.5,11.7,16.6,31.8,23
"112","2523000","MA","Fall River",6.6,17,27.9,30.1,40.3,31
"113","2534550","MA","Lawrence",5.2,14.3,20.6,34.3,40.2,32.7
"114","2537000","MA","Lowell",5.8,15.5,19.9,27.5,36.6,27
"115","2537490","MA","Lynn",5.8,16.3,20.7,27.1,39.7,28.6
"116","2545000","MA","New Bedford",6.5,16.4,27.3,30.9,40.8,32.2
"117","2545560","MA","Newton",6.2,19.5,10.4,14,29.8,20.2
"118","2555745","MA","Quincy",5.8,17.6,16,20,34.4,24.2
"119","2562535","MA","Somerville",6.1,18.2,13.9,18.6,32.1,24
"120","2567000","MA","Springfield",5.8,15.9,23.8,35.1,39.2,37.2
"121","2582000","MA","Worcester",6.1,17.6,21.5,27.1,38.6,29.7
"122","2603000","MI","Ann Arbor",6.3,20.7,12.5,16.2,31.1,25.6
"123","2621000","MI","Dearborn",6.9,21.2,25.8,25.6,39.7,33.7
"124","2622000","MI","Detroit",5.8,14.9,28.6,35.7,50.1,47.4
"125","2627440","MI","Farmington Hills",6.6,19.6,15.4,17.9,33.8,23.9
"126","2629000","MI","Flint",6,15,29.8,35.6,48.8,45.4
"127","2634000","MI","Grand Rapids",6.3,19.5,20.9,25,36.5,35.8
"128","2642160","MI","Kalamazoo",6.5,18.2,21.2,25.2,39.4,41.7
"129","2646000","MI","Lansing",6.3,18.9,23,26.7,39.7,38.9
"130","2649000","MI","Livonia",7,25.4,18.2,17.5,36.4,27.8
"131","2669035","MI","Rochester Hills",6.7,21.1,14.9,16.6,32.1,21.9
"132","2674900","MI","Southfield",6.1,16.4,18.6,23.2,40.4,33.2
"133","2676460","MI","Sterling Heights",6.7,21.2,22.8,22.6,37.6,30.7
"134","2680700","MI","Troy",6.5,20,14.4,17.1,32.5,20.8
"135","2684000","MI","Warren",6.6,19.9,26.7,26.6,39.9,34.3
"136","2686000","MI","Westland",6.8,22.2,23.2,23.5,40.4,32.9
"137","2688940","MI","Wyoming",6.4,21.1,21.3,24.3,35.6,33.5
"138","2706616","MN","Bloomington",6.1,24,15,15.5,28.4,22.9
"139","2707966","MN","Brooklyn Park",5.8,21.1,16.8,18.9,31.6,25.1
"140","2717000","MN","Duluth",6.4,22.3,21,20.2,33.3,31.9
"141","2743000","MN","Minneapolis",5.9,21.6,16.6,18.6,30,26.3
"142","2751730","MN","Plymouth",6.1,24.7,12.1,12.7,26.7,20.7
"143","2754880","MN","Rochester",6.4,20.6,15.4,16.8,31.4,26.8
"144","2758000","MN","St. Paul",5.8,18.7,17.4,20.1,30.4,30.8
"145","2829700","MS","Gulfport",6,12.4,23.9,30.4,38.2,39.3
"146","2836000","MS","Jackson",5.6,11,21.7,33.3,40.6,44.5
"147","2915670","MO","Columbia",6.4,17.8,18,22.8,32.1,30.8
"148","2935000","MO","Independence",6.3,20.5,25.4,24.4,37,31.4
"149","2938000","MO","Kansas City",6,18.1,22,25.1,38.2,33.2
"150","2941348","MO","Lee's Summit",6.4,22.5,17.7,17,33.7,26.8
"151","2954074","MO","O'Fallon",6.5,21,18.3,20.1,32.6,30.6
"152","2964550","MO","St. Joseph",6.5,18.9,27.4,30,35.3,41.7
"153","2965000","MO","St. Louis",6,17.7,24.7,29.5,37.7,37.6
"154","2970000","MO","Springfield",6.5,15.8,25.8,28.2,33.5,34.7
"155","3006550","MT","Billings",6.7,21.2,19.2,20.8,31,30
"156","3050200","MT","Missoula",6.6,22.4,18.8,17.9,28.5,26.5
"157","3128000","NE","Lincoln",6.4,23.1,17.3,20.5,28.3,29.9
"158","3137000","NE","Omaha",6,21.3,19.7,24.8,31.8,33.8
"159","3231900","NV","Henderson",6,18.2,16.8,20.4,38.2,23.3
"160","3240000","NV","Las Vegas",5.8,16.2,19.2,26.2,40.5,27
"161","3251800","NV","North Las Vegas",5.5,15.2,20,28.9,42.3,28.9
"162","3260600","NV","Reno",6,19,18.3,22.5,33.7,26.2
"163","3268400","NV","Sparks",6,19.4,18.4,22.6,33.8,25.9
"164","3345140","NH","Manchester",6.4,17.7,20.6,24.6,36,29.8
"165","3350260","NH","Nashua",6.4,18,18.2,22.5,35.1,28
"166","3410000","NJ","Camden",5,11.5,25.5,48.6,49.6,44.1
"167","3413690","NJ","Clifton",5.7,17.5,16.2,28.8,36.9,27.9
"168","3421000","NJ","Elizabeth",5.2,13.5,19.7,41.1,43.5,34.6
"169","3436000","NJ","Jersey City",5.2,14.1,16.2,34.4,43,28.5
"170","3451000","NJ","Newark",5,12.6,22.1,43.1,48.9,36.9
"171","3456550","NJ","Passaic",4.9,13.2,21,44.9,41.2,37.4
"172","3457000","NJ","Paterson",5,12.9,21.8,44.3,43.1,39.4
"173","3474000","NJ","Trenton",5.4,13.4,23.1,43.4,45.2,39.3
"174","3474630","NJ","Union City",4.8,14.4,17.9,43.4,42,34.4
"175","3502000","NM","Albuquerque",5.8,15.3,15.9,18.8,32.4,28
"176","3539380","NM","Las Cruces",5.6,16.7,15.9,20.2,32.2,30.1
"177","3563460","NM","Rio Rancho",5.8,17,15.7,16,31.3,24.9
"178","3570500","NM","Santa Fe",5.6,16.5,14,15.6,27.8,18.6
"179","3601000","NY","Albany",6.2,16.7,20.3,26.5,38.7,34.1
"180","3611000","NY","Buffalo",6.1,18,24.4,32.9,42.7,37.5
"181","3649121","NY","Mount Vernon",5.5,16.2,17.9,29.8,41.3,30.4
"182","3650617","NY","New Rochelle",5.8,18.9,14.6,25.2,35.5,24.3
"183","3651000","NY","New York",5.4,18.5,16.2,28.2,39.9,25.1
"184","3663000","NY","Rochester",6.1,15.4,24,33.3,39.7,40.3
"185","3665508","NY","Schenectady",6.3,18.4,24,29.1,41.2,32.9
"186","3673000","NY","Syracuse",6,17.3,24.6,31.7,40.4,38.3
"187","3684000","NY","Yonkers",5.7,17.8,16.3,28.8,36.7,25.8
"188","3702140","NC","Asheville",6.2,16,17.1,19.2,30.8,27.4
"189","3710740","NC","Cary",6.1,17.6,11.6,14.5,29.3,22.5
"190","3712000","NC","Charlotte",5.9,16.4,16.4,19.7,32.8,29.1
"191","3714100","NC","Concord",6.2,15.6,19.3,24,32.4,32.7
"192","3719000","NC","Durham",5.8,14.5,16.3,23.2,34,31.6
"193","3722920","NC","Fayetteville",5.9,14.2,18.8,24.4,38.5,35.6
"194","3725580","NC","Gastonia",6.1,14.4,21.8,27.2,37.6,33.7
"195","3728000","NC","Greensboro",5.9,15.5,19.8,23.4,35.8,36.5
"196","3728080","NC","Greenville",6,15.7,20.6,25,39.2,37.9
"197","3731400","NC","High Point",5.9,15.4,21.8,25.7,36.1,36.4
"198","3734200","NC","Jacksonville",6,17,20.6,24.4,38.9,31.1
"199","3755000","NC","Raleigh",6,16.1,15.1,18.8,32.7,28.6
"200","3774440","NC","Wilmington",6.3,16.3,19.8,22.9,32.4,30.4
"201","3775000","NC","Winston-Salem",6,15.2,20.3,26.2,36.2,37.4
"202","3825700","ND","Fargo",6.3,22.8,16.8,18.8,27.6,34.3
"203","3901000","OH","Akron",6,15.5,26.7,32.5,43.4,36.5
"204","3912000","OH","Canton",6.3,16,28.4,35.4,42.4,40.7
"205","3915000","OH","Cincinnati",6,16,22.7,30.4,42.9,37.7
"206","3916000","OH","Cleveland",5.6,13.9,29.5,36.1,42.6,39.5
"207","3918000","OH","Columbus",6.2,17.2,22.2,27.2,38.9,33.2
"208","3921000","OH","Dayton",6,13.8,28.5,36.5,45.2,43.5
"209","3961000","OH","Parma",6.4,20.2,23.7,23.6,34.8,27.7
"210","3977000","OH","Toledo",6.1,16.6,26.7,32.8,43.3,38.3
"211","3988000","OH","Youngstown",5.8,13.3,30.9,41.2,46,42
"212","4009050","OK","Broken Arrow",6.4,15,16.6,23.9,31.5,26.9
"213","4023200","OK","Edmond",6.2,14.5,14.2,21,30.2,27
"214","4041850","OK","Lawton",6,12.5,22.3,32.1,34.9,32.3
"215","404720","AZ","Avondale",5.6,15.7,17,26.6,37.3,30.3
"216","4052500","OK","Norman",6.3,13.5,16.8,25.4,34,32
"217","4055000","OK","Oklahoma City",5.9,12.6,18.8,29.7,34.3,32.9
"218","4075000","OK","Tulsa",6.2,12.8,19.5,30.2,34.1,30.8
"219","4105350","OR","Beaverton",6.2,18.3,14.3,14.9,31,28.6
"220","4105800","OR","Bend",6.5,21.2,15.1,14,29.7,25.9
"221","412000","AZ","Chandler",6.2,17.7,14.1,19,34.4,24.8
"222","4123850","OR","Eugene",6.7,18.4,17.5,16.6,30.6,27.1
"223","4131250","OR","Gresham",6.4,18.6,20.2,18.3,32.3,25.4
"224","4134100","OR","Hillsboro",6.2,18.7,15.2,15.8,31.3,29.4
"225","4147000","OR","Medford",6.4,19.3,22.2,18.2,34.5,28.7
"226","4159000","OR","Portland",6.3,19.1,16,14.6,30.4,22.9
"227","4164900","OR","Salem",6.5,16.6,18.7,19.2,32.8,34.5
"228","4202000","PA","Allentown",5.8,16.7,21.9,32,39.4,37.8
"229","4206088","PA","Bethlehem",6.2,19.2,19.3,27.1,38.3,33.4
"230","4224000","PA","Erie",6.3,17.3,24.5,28.7,42.8,39.7
"231","4260000","PA","Philadelphia",5.7,20.4,22.8,27.7,42.6,30.3
"232","4261000","PA","Pittsburgh",6.1,22,20.9,23.2,40.4,32.3
"233","4263624","PA","Reading",5.6,14.6,24.4,39.8,45.4,42.5
"234","4269000","PA","Scranton",6.3,19.9,22.7,28,37.5,32.8
"235","427400","AZ","Gilbert",6.3,18.8,13.6,17,33.6,23.9
"236","427820","AZ","Glendale",6,15.7,18.6,26.2,37.1,30
"237","4419180","RI","Cranston",6.5,17.9,17.2,24.9,38.3,26.1
"238","4454640","RI","Pawtucket",6.3,15.7,21,31.2,41.4,30.7
"239","4459000","RI","Providence",5.9,13.8,19.2,34,41.6,32.3
"240","446000","AZ","Mesa",6.3,16.9,17.8,23.2,36,28.5
"241","4474300","RI","Warwick",6.4,20,19.6,21.1,36.3,28.4
"242","4513330","SC","Charleston",6.3,20.5,15.9,20.8,33.2,29.1
"243","4516000","SC","Columbia",5.9,16.3,18.8,28.3,38.5,35.2
"244","454050","AZ","Peoria",6.3,18.2,15.9,20,34.8,26
"245","4548535","SC","Mount Pleasant",6.6,23.1,13,16.1,29.2,24
"246","455000","AZ","Phoenix",6,15.6,18,26.2,36.8,30.1
"247","4550875","SC","North Charleston",5.9,16.8,21.7,30.3,38.8,36.1
"248","4561405","SC","Rock Hill",6.3,17.2,20.7,30.9,40.9,35.2
